"Tier","ATT","Std.Error","Conf.Low","Conf.High","N_Treated"
"tier_0",1.4245781461233,3.53559332884599,-5.50518477841483,8.35434107066143,192
"tier_1",-7.98007385227231,5.14909321300326,-18.0722965497587,2.11214884521407,177
"tier_2",-5.15016740110605,5.32457116581074,-15.5863268860951,5.28599208388301,162
"tier_3",-7.12524234631821,4.52237404280596,-15.9890954702179,1.73861077758148,200
