"Tier","ATT","Std.Error","Conf.Low","Conf.High","N_Treated"
"tier_0",1.4245781461233,3.66453646288031,-5.75791332112211,8.60706961336871,192
"tier_1",-7.98007385227231,5.21286020207945,-18.197279848348,2.2371321438034,177
"tier_2",-5.15016740110605,5.48551000605757,-15.9017670129789,5.60143221076679,162
"tier_3",-7.12524234631821,4.73645935575671,-16.4087026836014,2.15821799096493,200
